,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
127892,0,0,55,0,2.0,0
66039,1,0,46,0,2.0,0
142027,0,0,51,0,0.0,0
136326,0,0,22,0,0.0,1
127406,2,0,27,0,1.0,0
90059,0,0,84,0,1.0,0
45625,0,0,48,0,2.0,0
80726,1,0,40,0,2.0,0
59037,4,2,48,2,3.0,1
54094,0,0,31,0,0.0,0
11558,3,0,44,0,0.0,0
98320,1,0,57,0,2.0,0
124970,0,0,75,0,0.0,0
6450,0,0,67,0,0.0,0
39969,1,0,73,0,0.0,0
112778,0,0,29,0,0.0,0
27879,1,0,43,0,3.0,0
54991,0,0,44,0,1.0,0
136145,1,0,64,0,0.0,0
10544,0,0,89,0,1.0,0
4808,0,0,41,0,2.0,0
56394,0,0,55,0,0.0,0
80165,0,0,29,0,2.0,0
31053,0,0,64,0,0.0,0
138746,0,0,88,0,0.0,0
62110,0,0,69,0,0.0,0
32235,0,0,62,0,0.0,0
104656,0,1,66,0,0.0,0
117719,0,0,48,0,2.0,0
110889,0,0,41,0,0.0,0
8584,4,0,78,0,0.0,0
102286,0,0,56,1,2.0,0
31182,0,0,63,0,2.0,0
31370,0,0,70,0,0.0,0
112115,0,0,73,0,0.0,0
135569,0,0,26,0,0.0,0
96594,1,0,24,0,0.0,0
122599,0,0,82,0,0.0,0
11436,0,0,39,0,0.0,0
145450,0,0,34,0,0.0,0
7647,0,0,33,0,0.0,0
81931,0,0,79,0,0.0,0
84777,0,0,68,0,1.0,0
85113,3,0,48,1,0.0,0
87538,0,0,45,0,1.0,0
62145,0,0,42,0,2.0,1
20093,0,0,63,0,0.0,0
41937,0,0,54,0,0.0,0
8488,0,0,40,0,1.0,0
70901,0,0,80,0,0.0,0
64060,0,0,60,0,1.0,0
32644,0,0,41,0,2.0,0
1836,0,1,42,0,2.0,0
40836,1,0,45,0,0.0,0
95389,0,0,46,0,1.0,0
21347,1,0,53,0,1.0,0
128410,0,0,43,0,3.0,0
64189,0,0,59,0,1.0,0
11195,0,0,30,0,2.0,0
129927,0,0,52,0,3.0,0
114294,2,0,72,0,0.0,0
143037,0,0,30,0,0.0,0
60451,0,0,73,0,0.0,0
10592,0,0,69,0,0.0,0
69484,0,0,60,0,1.0,0
86862,0,0,56,0,0.0,0
120394,0,0,91,0,0.0,0
100296,1,1,49,0,3.0,1
38215,0,0,80,0,0.0,0
82984,0,0,63,0,0.0,0
69549,0,0,54,0,1.0,0
110924,4,0,46,1,2.0,1
10132,0,0,82,0,0.0,0
12556,0,0,56,0,1.0,0
11955,0,0,68,0,0.0,0
80224,0,0,34,0,0.0,0
102638,0,0,70,0,0.0,0
33783,0,0,82,0,0.0,0
101413,0,0,36,0,0.0,0
34225,0,0,32,0,4.0,0
115687,0,0,52,0,0.0,0
73648,0,0,45,0,0.0,0
140192,0,0,46,0,0.0,0
147828,0,0,43,0,3.0,0
22298,0,0,65,0,1.0,0
118267,0,1,29,0,2.0,1
65147,0,0,41,0,2.0,0
142901,0,0,50,0,1.0,0
81399,0,0,61,0,0.0,0
67922,0,0,57,0,2.0,0
132140,0,0,66,0,0.0,0
32580,0,0,50,0,1.0,0
61249,0,0,63,0,1.0,0
120122,0,0,38,0,1.0,1
50320,0,0,62,0,1.0,0
101425,0,0,82,0,1.0,0
11907,0,0,50,0,2.0,0
76248,1,0,62,0,1.0,0
96907,0,0,62,0,1.0,0
49591,0,0,30,0,0.0,0
122667,0,0,59,0,0.0,0
30113,0,0,65,0,1.0,0
68945,0,0,59,0,1.0,0
74836,0,0,30,0,2.0,0
89453,0,0,63,0,0.0,0
68591,1,0,58,0,1.0,0
125923,1,0,56,0,0.0,1
147145,0,0,54,0,4.0,0
4921,6,0,44,0,4.0,0
112872,3,1,44,0,3.0,0
21015,0,0,54,0,1.0,0
61434,0,0,68,0,0.0,0
15152,0,0,48,0,2.0,0
1223,0,0,27,0,1.0,0
41333,0,0,60,0,0.0,0
128238,0,0,53,0,4.0,0
32305,0,0,29,0,0.0,0
39471,0,0,35,0,0.0,0
83384,0,0,54,0,0.0,0
42365,0,0,39,0,1.0,1
51791,0,0,45,0,2.0,0
13161,0,0,56,0,0.0,0
49410,1,0,35,0,3.0,0
42903,0,0,50,0,0.0,0
148865,0,0,77,0,0.0,0
319,2,1,38,1,4.0,0
24035,0,0,63,0,1.0,0
15620,0,0,42,1,2.0,0
106156,0,0,71,0,0.0,0
56177,0,0,58,0,4.0,0
108001,0,0,77,0,2.0,0
114640,0,1,31,0,1.0,0
107743,0,0,25,0,0.0,0
94181,0,0,37,0,0.0,0
46887,0,0,43,0,2.0,0
57805,0,0,68,0,0.0,0
29913,1,0,45,2,1.0,1
33726,0,0,64,0,2.0,0
50346,2,1,54,0,2.0,1
53181,0,0,59,0,3.0,0
119697,0,0,58,0,1.0,0
55035,0,0,42,0,0.0,0
88194,0,0,36,0,0.0,0
9473,1,1,27,0,2.0,0
21115,0,0,24,0,1.0,0
95746,0,0,53,0,2.0,0
77879,0,0,40,0,5.0,0
122165,1,0,35,0,0.0,0
116068,0,1,42,0,2.0,0
86607,1,0,47,0,3.0,0
60369,0,0,32,0,1.0,0
103977,0,2,36,0,0.0,1
128413,0,0,39,0,1.0,0
19468,0,1,58,0,0.0,0
74854,0,0,39,0,0.0,0
57638,0,0,32,0,3.0,0
31922,0,0,66,0,0.0,0
141776,0,0,55,0,5.0,0
13381,0,0,54,0,1.0,0
73898,0,0,30,0,0.0,0
38106,0,0,55,0,0.0,0
43754,0,0,66,0,1.0,0
129891,0,0,72,0,0.0,0
13682,0,0,64,0,0.0,0
21476,0,0,67,0,0.0,0
30136,0,0,23,0,0.0,0
107458,0,0,61,0,0.0,0
26706,0,0,45,0,0.0,0
19910,0,0,55,0,1.0,0
44354,1,1,30,0,0.0,0
66991,0,0,46,0,3.0,0
108588,0,0,42,0,3.0,0
72559,3,0,38,0,1.0,0
93372,0,1,51,0,0.0,1
149298,0,0,69,0,1.0,0
85689,0,0,38,0,1.0,0
45995,0,1,24,0,0.0,0
90466,0,0,40,0,2.0,0
120716,1,0,40,0,1.0,0
94160,0,0,72,0,0.0,1
125509,0,0,65,0,0.0,0
110849,0,0,50,0,2.0,0
86552,0,0,83,0,1.0,0
13258,0,0,56,0,0.0,0
93484,0,0,48,0,0.0,0
66158,0,0,63,0,2.0,0
55074,0,0,46,0,2.0,0
29539,0,0,74,0,0.0,0
116050,0,1,41,0,2.0,0
85944,0,0,76,0,0.0,0
118796,0,0,41,0,0.0,0
34806,0,0,61,0,0.0,0
106177,0,0,41,0,0.0,0
126671,1,0,42,0,2.0,0
73837,0,0,45,0,5.0,0
136680,1,0,68,1,0.0,1
41457,0,0,80,0,0.0,0
68844,0,0,85,0,1.0,0
111744,0,0,81,0,0.0,0
142962,0,0,65,0,0.0,0
33404,2,2,28,1,2.0,1
9556,0,0,82,0,0.0,0
52098,0,0,81,0,1.0,0
75716,0,0,54,0,0.0,0
57926,1,2,25,1,2.0,1
148353,0,0,69,0,0.0,0
102368,0,0,43,0,3.0,0
85518,0,0,46,0,3.0,0
40714,0,0,35,0,0.0,0
137118,1,0,35,0,1.0,0
62096,0,0,51,0,0.0,0
57521,2,0,58,0,3.0,0
134788,0,0,80,0,0.0,0
14734,1,0,43,0,2.0,0
70948,0,0,37,0,1.0,0
73074,0,0,46,0,1.0,0
46399,1,0,53,0,0.0,0
10649,1,0,44,0,1.0,0
47133,0,0,56,0,0.0,0
30176,0,0,50,0,1.0,0
50931,0,0,62,0,0.0,0
143440,0,0,43,0,1.0,0
73218,0,0,63,0,1.0,0
26924,0,1,38,0,2.0,0
137348,0,0,40,0,3.0,0
120719,0,0,52,0,4.0,0
109519,0,0,53,0,2.0,0
113943,0,0,41,0,2.0,0
81496,0,0,48,0,0.0,0
146845,0,0,46,0,2.0,0
59934,0,0,51,0,1.0,0
12462,0,0,60,0,1.0,0
56695,0,0,41,0,1.0,0
135094,0,0,83,0,0.0,0
21649,4,0,42,1,3.0,1
101171,0,0,47,0,0.0,0
113297,0,0,64,0,0.0,0
10572,0,0,64,0,0.0,0
90576,0,0,47,0,3.0,0
14278,0,0,30,0,0.0,0
22165,0,0,59,0,0.0,0
138763,1,0,51,0,0.0,0
48253,0,0,73,0,0.0,0
122775,1,0,40,0,2.0,0
11296,1,0,35,0,0.0,0
1162,0,0,29,1,0.0,0
98584,0,0,64,0,0.0,0
2516,0,0,67,0,0.0,0
26836,0,0,36,0,2.0,0
35819,0,0,49,0,0.0,0
148949,0,0,40,0,3.0,0
62333,0,0,46,0,0.0,0
42160,0,0,54,0,0.0,0
52615,0,0,37,0,0.0,0
93631,0,0,23,0,0.0,0
96504,0,0,55,0,1.0,0
68680,0,0,29,0,0.0,0
44968,0,0,31,0,0.0,0
74285,0,0,35,0,2.0,0
37838,0,0,63,0,1.0,0
109895,3,0,66,1,1.0,0
121497,0,0,47,0,1.0,0
23718,0,0,65,0,0.0,0
7672,0,0,58,0,2.0,0
76831,0,0,63,0,0.0,0
78389,0,0,65,0,0.0,0
73994,0,0,40,0,0.0,0
34769,0,0,54,0,0.0,0
81395,0,0,45,0,1.0,0
97920,0,0,43,0,2.0,0
85980,0,0,41,0,1.0,0
68564,98,98,43,98,2.0,1
58352,0,0,52,0,2.0,0
57270,0,0,30,0,0.0,0
32189,0,0,39,0,0.0,0
2530,0,0,57,0,2.0,0
82393,0,0,51,0,1.0,0
595,0,0,63,0,1.0,0
30786,0,0,54,0,0.0,0
96355,0,0,37,0,2.0,0
20980,0,0,33,0,1.0,0
75781,0,0,52,0,0.0,0
53515,0,0,62,0,0.0,0
135769,0,0,73,0,0.0,0
140491,0,0,74,0,0.0,0
120201,0,0,60,0,0.0,0
93545,0,0,78,0,0.0,0
95657,0,0,57,1,2.0,0
99836,0,0,42,0,1.0,0
116254,0,0,32,0,0.0,0
49552,0,0,57,0,1.0,0
1919,0,0,38,0,1.0,0
140617,2,0,48,0,3.0,0
142061,0,0,56,0,2.0,0
143609,0,0,48,0,2.0,0
49827,0,0,36,0,1.0,0
128791,0,0,30,0,0.0,0
52495,0,0,59,0,1.0,0
149102,0,0,43,0,0.0,0
136550,0,0,52,0,3.0,0
147206,0,0,58,0,0.0,0
43518,0,1,72,0,0.0,0
123388,1,0,40,0,4.0,0
24976,0,0,53,0,1.0,0
106898,1,0,66,0,0.0,0
94917,0,0,43,0,0.0,0
132355,1,0,47,0,0.0,0
127046,0,0,28,0,0.0,0
87844,0,0,73,0,1.0,0
148573,2,0,60,0,3.0,1
143077,2,0,58,0,0.0,0
36048,0,1,52,0,0.0,0
140305,0,0,70,0,1.0,0
125193,0,0,66,0,2.0,0
126812,0,0,36,0,0.0,0
30212,0,0,28,0,0.0,0
79998,0,0,54,0,1.0,0
17452,0,0,46,0,1.0,0
34293,0,0,47,0,0.0,0
72932,0,0,59,0,1.0,0
80022,0,0,33,0,2.0,0
52354,1,0,52,0,3.0,0
42108,0,0,75,0,0.0,0
15941,0,0,47,0,2.0,0
24855,0,0,74,0,0.0,0
65341,1,2,28,0,3.0,0
120712,2,0,44,1,3.0,1
3411,0,0,44,0,2.0,0
43070,0,0,67,0,0.0,0
71271,1,0,62,0,0.0,0
131561,0,0,35,0,1.0,0
74630,1,0,48,0,0.0,1
24508,0,0,45,0,3.0,0
32897,0,0,57,0,0.0,0
138476,0,0,55,0,1.0,0
140374,2,0,54,0,0.0,0
114783,0,0,67,0,0.0,0
51507,0,0,31,0,0.0,0
65286,0,0,80,0,0.0,0
6093,1,0,39,0,1.0,0
28569,0,0,71,0,0.0,0
81838,0,0,68,0,0.0,0
90718,0,0,58,0,0.0,0
13755,0,0,52,0,1.0,0
111869,0,0,45,1,0.0,0
62923,0,0,49,0,0.0,0
8406,0,0,69,0,0.0,0
95853,0,0,51,0,0.0,0
121274,0,0,38,0,2.0,0
149568,0,0,30,0,0.0,0
81751,3,3,34,0,2.0,1
39728,1,0,46,0,3.0,0
5497,0,0,46,1,3.0,0
94531,0,0,77,0,0.0,0
60668,2,0,59,0,0.0,0
87046,1,0,48,0,2.0,0
144322,0,0,37,0,2.0,0
45613,0,0,27,1,1.0,0
89658,1,0,62,0,0.0,0
99463,0,0,45,0,2.0,0
138727,1,0,31,0,3.0,0
53452,0,0,59,0,0.0,0
136881,0,0,51,0,0.0,1
8834,1,0,51,0,1.0,0
108754,5,0,67,0,0.0,1
144544,0,0,37,0,1.0,0
126903,0,1,30,0,0.0,0
40807,0,0,58,0,3.0,0
36063,0,0,55,0,1.0,0
70229,0,0,59,0,0.0,0
118391,0,0,62,0,0.0,0
26660,0,0,50,0,3.0,0
39413,0,0,47,0,3.0,0
119173,0,0,45,0,0.0,0
83732,5,0,61,1,0.0,0
16788,0,0,50,0,2.0,0
77025,0,0,85,0,0.0,0
38836,0,0,70,0,0.0,0
54321,0,0,29,0,0.0,0
120465,0,0,60,0,0.0,0
96641,1,0,63,0,0.0,0
44992,0,0,56,0,1.0,0
48290,0,0,71,1,0.0,0
44267,0,0,64,0,0.0,0
19752,1,0,40,0,0.0,0
134714,0,0,60,0,0.0,0
108929,0,0,42,0,4.0,0
121469,0,0,28,0,0.0,0
33270,0,0,32,0,1.0,0
40947,0,0,58,0,0.0,0
10367,0,0,31,0,1.0,0
73727,0,0,57,0,1.0,0
50608,0,0,45,0,3.0,0
91830,0,0,34,0,0.0,0
142352,0,0,36,0,1.0,0
123678,0,0,62,0,2.0,0
37784,0,0,79,0,0.0,0
19679,0,0,67,0,1.0,0
139110,1,1,49,0,1.0,0
118569,0,0,64,0,0.0,0
103282,1,0,43,0,0.0,0
62501,0,0,54,0,0.0,0
131109,1,0,71,0,0.0,0
120660,1,0,59,1,0.0,0
112320,0,1,53,0,0.0,0
132373,0,0,67,0,0.0,0
115852,0,0,51,0,3.0,0
81121,0,0,62,0,0.0,0
79575,0,0,53,0,1.0,0
108432,2,3,53,1,0.0,1
58410,0,0,34,0,0.0,0
45940,0,0,56,0,1.0,0
84171,0,0,62,0,0.0,1
61921,0,0,53,0,0.0,0
58126,0,0,44,0,2.0,0
139597,0,0,52,0,0.0,1
40558,0,0,43,0,0.0,0
127327,0,0,69,0,0.0,0
102460,0,0,56,0,0.0,0
132066,0,0,25,0,0.0,0
60739,0,0,55,0,1.0,0
111631,0,0,22,0,0.0,1
28199,0,0,43,0,2.0,0
146402,2,0,49,2,4.0,0
118395,0,0,23,0,0.0,0
40781,0,0,27,0,0.0,0
58552,0,0,38,0,1.0,0
72342,0,0,56,0,0.0,0
92472,0,0,87,0,0.0,0
33068,0,0,79,0,0.0,0
12709,0,0,53,0,0.0,0
50232,0,0,63,0,2.0,0
48283,0,0,42,0,0.0,0
118599,1,0,63,0,1.0,0
36275,0,0,56,0,2.0,0
41746,0,0,35,0,2.0,0
69498,0,0,82,0,0.0,0
107410,0,0,27,0,0.0,0
22231,0,0,50,0,0.0,0
100314,0,0,61,0,1.0,0
134846,0,0,49,0,0.0,0
89008,0,0,64,0,0.0,0
80175,0,0,53,0,0.0,0
140332,2,8,53,1,1.0,1
134311,0,0,65,0,0.0,0
36287,1,0,36,0,0.0,0
110241,0,0,50,0,0.0,0
134791,0,0,73,0,0.0,0
76229,0,0,53,0,1.0,0
59972,0,3,51,0,3.0,0
117349,0,0,42,0,0.0,0
43667,0,0,57,0,0.0,0
81401,0,0,43,0,3.0,0
142816,0,0,37,0,0.0,1
113455,0,0,34,0,0.0,0
62900,0,0,68,0,1.0,0
132115,0,0,32,0,0.0,0
129557,0,0,64,0,0.0,0
43525,0,0,65,0,0.0,0
3336,0,0,51,0,2.0,0
15027,0,2,34,0,0.0,0
120197,0,0,68,0,1.0,0
33269,0,0,40,0,0.0,0
136820,0,0,63,0,0.0,0
27703,0,0,34,0,1.0,0
69479,0,0,24,0,0.0,0
22091,0,0,58,0,0.0,0
140242,0,0,40,0,0.0,0
146248,0,0,46,0,0.0,0
139426,0,0,49,0,4.0,0
87682,0,0,39,0,1.0,0
80393,1,0,63,0,0.0,0
34403,0,0,28,0,0.0,0
110568,1,0,42,1,3.0,1
41831,0,0,56,0,0.0,0
65131,1,0,38,0,1.0,0
10688,0,0,51,0,2.0,0
71177,0,0,58,0,1.0,0
126752,0,0,64,0,2.0,0
121207,0,0,35,0,2.0,0
93062,0,2,41,0,0.0,0
63132,0,0,37,0,4.0,0
120446,1,0,48,0,3.0,0
38608,0,0,57,0,1.0,0
8928,0,0,65,0,1.0,0
89868,0,0,58,0,0.0,0
99883,0,0,32,0,1.0,0
61222,0,0,61,0,2.0,0
75688,0,0,37,0,2.0,0
42858,2,0,59,0,0.0,0
85001,0,0,35,1,2.0,0
15818,0,0,65,0,1.0,0
33355,0,0,43,0,2.0,0
125900,0,0,68,0,0.0,0
45675,0,0,63,0,0.0,0
95348,0,0,29,0,0.0,0
122631,0,0,67,0,0.0,0
92257,0,0,61,0,0.0,0
40723,2,0,54,0,0.0,0
137077,0,0,37,0,2.0,0
25453,1,0,50,0,3.0,0
143343,0,0,73,0,1.0,0
22388,0,0,47,0,2.0,0
68752,0,0,43,0,0.0,0
63446,0,0,42,0,0.0,0
19529,0,0,61,0,0.0,0
23943,1,1,39,0,2.0,0
25220,0,0,47,0,0.0,0
106084,0,0,57,0,0.0,0
9061,0,0,29,0,0.0,0
139162,2,0,42,3,2.0,1
113261,0,0,48,0,2.0,0
4570,0,0,58,0,1.0,0
8380,0,0,58,0,1.0,0
1899,0,0,45,0,0.0,0
105759,0,3,37,2,2.0,1
89037,0,0,55,0,0.0,0
101566,0,0,35,0,0.0,0
99288,0,0,30,0,1.0,0
43957,0,0,50,0,1.0,0
63952,0,0,39,0,2.0,0
63426,0,0,53,0,0.0,0
102857,0,2,44,1,0.0,0
114833,1,0,58,0,0.0,0
104863,0,0,48,0,3.0,0
117744,0,0,53,0,1.0,0
104545,0,0,38,0,0.0,0
63454,0,0,54,0,0.0,0
64504,0,0,63,0,1.0,0
23746,0,0,51,0,2.0,0
110790,0,0,35,0,2.0,0
88943,0,1,43,0,1.0,0
126143,0,0,67,0,0.0,0
11641,0,0,41,0,0.0,0
119524,0,0,29,0,6.0,0
88434,1,4,24,1,0.0,1
30840,0,0,57,0,0.0,0
67735,0,0,74,0,0.0,0
52464,0,0,59,0,1.0,0
90170,4,0,47,0,0.0,1
32628,1,0,64,0,1.0,0
30442,1,0,64,0,0.0,0
30963,0,0,61,0,1.0,0
111062,0,0,58,0,0.0,0
14557,0,0,49,0,1.0,0
73988,0,0,65,0,0.0,0
71481,0,0,66,1,1.0,1
134507,0,0,51,0,0.0,0
24889,0,0,78,0,0.0,0
79366,0,0,50,0,1.0,0
41026,0,0,33,0,0.0,0
141000,0,0,76,0,0.0,0
534,0,0,35,0,1.0,0
131705,2,0,40,0,2.0,0
7236,0,2,51,0,0.0,0
34415,0,0,49,0,0.0,0
10137,0,0,39,0,0.0,0
89403,0,0,34,0,0.0,0
77108,0,0,37,0,0.0,0
71578,0,0,53,0,1.0,0
82632,0,0,54,0,1.0,0
50566,0,0,44,0,1.0,0
13461,0,0,50,1,2.0,0
127374,0,0,53,0,0.0,0
72131,0,0,38,0,2.0,0
78955,0,0,34,0,0.0,0
47225,4,0,52,0,0.0,0
60899,0,2,27,0,0.0,0
107263,0,0,47,0,1.0,0
32361,0,0,54,0,2.0,0
135756,1,0,24,0,0.0,0
32498,0,0,60,0,0.0,0
147971,0,0,58,0,1.0,0
37950,0,0,38,0,1.0,0
56041,0,0,63,0,0.0,0
90137,0,0,48,0,0.0,0
119052,0,0,51,0,2.0,0
111838,3,0,49,0,3.0,0
40837,0,0,53,0,2.0,0
2366,0,0,50,0,2.0,0
39023,0,0,34,0,0.0,0
16806,0,0,44,0,0.0,0
107436,0,0,74,0,0.0,0
97053,1,1,57,1,1.0,0
66756,2,0,85,0,1.0,0
141105,0,0,54,0,4.0,0
28689,0,0,64,0,0.0,0
96787,0,0,40,0,0.0,0
63657,0,0,43,0,0.0,0
75683,0,0,42,0,2.0,0
59527,0,0,52,0,3.0,0
58596,1,0,37,0,1.0,0
32693,1,0,38,0,2.0,0
147710,3,1,37,3,3.0,0
81159,0,0,25,1,0.0,0
92831,0,0,52,0,1.0,0
147212,0,0,63,0,0.0,0
28262,0,0,48,0,0.0,0
38301,0,0,41,0,2.0,0
63558,0,0,45,0,0.0,0
50548,0,0,58,0,3.0,0
53205,0,0,44,0,0.0,0
61331,1,0,61,0,0.0,0
87562,0,0,71,0,0.0,0
3119,0,3,34,0,2.0,0
111297,0,0,65,0,0.0,0
95918,0,0,56,0,0.0,0
50240,0,0,61,0,2.0,0
122383,0,0,71,0,0.0,0
76707,0,0,25,0,0.0,0
85847,0,0,86,0,1.0,0
17430,0,0,63,0,0.0,0
82253,0,0,22,0,0.0,0
39632,0,0,59,0,0.0,0
83218,0,0,53,0,0.0,0
145671,0,0,41,0,2.0,0
75076,0,0,53,0,5.0,0
134413,0,0,54,0,2.0,0
141816,1,1,54,0,0.0,1
4498,0,0,66,0,0.0,0
50045,0,0,62,0,1.0,0
88740,0,0,56,0,1.0,0
131700,0,0,52,0,0.0,0
94363,0,0,34,0,2.0,0
123919,0,0,49,0,1.0,0
106336,0,0,41,0,0.0,0
142425,0,0,62,0,0.0,0
40898,0,0,37,0,2.0,0
129173,0,0,75,0,1.0,0
54093,0,0,60,0,0.0,0
10927,1,0,54,1,1.0,1
5041,0,0,68,0,1.0,0
9379,0,0,75,0,0.0,0
19684,0,0,59,0,1.0,0
96172,0,0,40,0,1.0,0
33878,0,0,48,0,1.0,0
115929,0,0,25,0,0.0,1
42928,0,0,38,0,3.0,1
61417,0,0,27,0,0.0,0
97339,0,0,65,0,0.0,0
101774,0,0,29,0,0.0,0
102810,2,2,46,1,2.0,1
141855,0,1,48,1,2.0,0
25273,0,0,39,0,0.0,0
123914,0,0,62,0,0.0,0
129437,0,1,48,0,1.0,1
121014,0,0,45,0,0.0,0
36030,0,0,51,0,1.0,0
135139,0,0,68,0,0.0,0
34586,0,0,49,0,2.0,0
30091,0,0,59,0,1.0,0
71384,2,0,51,0,0.0,0
18555,0,0,62,0,0.0,0
135988,0,0,40,0,0.0,0
107856,0,0,54,0,3.0,0
24885,0,0,63,0,0.0,0
115777,0,0,54,0,2.0,0
94718,0,0,41,0,0.0,0
55930,0,0,59,0,0.0,0
38672,0,0,72,0,0.0,0
113618,0,0,49,0,4.0,0
46326,0,0,52,0,0.0,0
32300,2,1,48,2,0.0,0
119314,0,0,75,0,0.0,0
103247,0,0,48,0,1.0,0
35148,0,0,65,0,0.0,0
114444,0,0,67,0,0.0,0
32257,0,0,45,0,1.0,0
115401,0,0,24,0,0.0,0
46506,0,0,56,0,1.0,0
149930,0,0,70,0,0.0,0
29749,0,0,49,0,0.0,0
92930,1,0,62,0,2.0,0
135466,1,0,34,0,1.0,0
63586,0,0,48,0,0.0,0
113800,1,0,46,0,0.0,0
34593,0,0,73,0,0.0,0
138996,0,0,34,0,0.0,0
15862,0,0,64,0,0.0,0
80467,1,0,39,0,2.0,0
27136,0,0,58,1,0.0,0
113302,0,0,48,0,0.0,0
24441,0,1,67,0,0.0,0
53887,0,0,49,0,0.0,0
88761,2,0,49,0,2.0,0
3737,0,0,57,0,2.0,0
96193,0,0,49,0,1.0,0
136903,0,0,55,0,2.0,0
100520,0,0,64,0,0.0,0
112523,0,0,62,0,0.0,0
88300,0,0,59,0,0.0,0
128484,0,0,55,0,1.0,0
36537,0,0,26,0,0.0,0
77532,0,0,33,0,2.0,0
76992,0,0,53,0,4.0,0
46563,1,3,58,1,0.0,0
40604,0,0,42,0,1.0,0
135266,0,0,39,0,2.0,0
83368,0,0,40,0,2.0,0
10651,0,0,30,0,1.0,0
113730,0,0,43,0,3.0,0
145128,0,0,35,0,0.0,0
97012,0,0,50,0,2.0,0
62148,1,0,66,0,0.0,0
7998,0,0,35,0,0.0,0
103165,2,0,69,0,0.0,0
103584,1,0,39,0,0.0,0
50141,0,0,73,0,1.0,0
8916,0,0,64,0,1.0,0
78651,0,0,53,0,0.0,0
422,0,0,39,0,1.0,0
105343,0,0,38,0,3.0,0
80873,0,0,74,0,0.0,0
45081,0,0,64,0,0.0,0
34086,0,0,55,0,2.0,0
120674,4,2,56,1,3.0,0
135430,0,0,45,0,0.0,0
11381,0,0,48,0,0.0,0
69718,0,0,66,0,0.0,0
113923,0,0,33,0,0.0,1
56523,0,3,26,1,0.0,0
35443,0,0,37,0,1.0,0
72465,0,0,47,0,4.0,0
42158,0,0,30,0,0.0,0
89591,4,0,40,0,0.0,0
117381,0,0,56,0,0.0,0
49924,0,0,30,0,0.0,0
97288,0,0,51,0,0.0,0
38875,2,0,48,1,0.0,1
16423,0,0,54,0,5.0,0
123082,1,0,50,0,3.0,0
70165,0,0,44,0,0.0,0
112159,0,0,47,0,0.0,0
59583,0,0,65,0,0.0,0
24770,1,0,39,0,2.0,0
31232,0,0,46,0,3.0,1
62972,0,0,43,0,0.0,0
122910,0,0,65,0,2.0,0
127284,0,0,74,0,0.0,0
134907,0,0,38,0,0.0,0
67288,0,4,50,0,0.0,1
102117,3,0,55,2,1.0,1
85593,0,0,51,0,2.0,0
8043,0,0,31,0,3.0,0
97942,0,0,30,0,1.0,0
107578,2,0,81,0,0.0,0
1479,0,0,39,0,2.0,0
16665,0,0,67,0,0.0,0
57656,0,0,40,0,0.0,0
131662,0,0,40,0,1.0,0
113152,0,0,34,0,2.0,0
140155,0,0,78,0,0.0,0
111649,0,0,41,0,1.0,0
76898,0,1,56,0,2.0,0
21152,0,0,58,0,0.0,0
118506,1,0,46,0,4.0,0
70975,1,0,61,1,0.0,0
100231,0,0,51,0,3.0,0
19234,0,0,37,0,2.0,1
61359,0,0,74,0,0.0,0
86641,0,0,69,0,0.0,0
50952,1,0,40,0,2.0,0
41479,1,2,58,0,0.0,0
126554,0,0,61,0,0.0,0
65026,0,0,32,0,0.0,0
91724,0,8,31,0,0.0,1
68721,0,1,41,1,0.0,1
28913,1,0,45,0,2.0,0
47250,0,0,28,0,0.0,0
2866,0,0,30,0,0.0,0
96176,0,0,59,0,1.0,0
40828,0,0,63,0,1.0,0
2639,1,0,43,0,2.0,0
125613,1,0,35,0,2.0,0
88853,3,1,41,3,2.0,0
36726,0,0,56,1,0.0,1
121151,0,0,68,0,1.0,0
20477,0,0,45,0,0.0,0
31694,1,0,73,0,0.0,0
46165,0,0,53,0,1.0,0
77459,0,0,67,0,0.0,0
124138,1,0,62,0,1.0,0
93362,0,0,39,0,2.0,0
36099,0,0,48,0,1.0,0
138904,0,0,50,0,1.0,0
58390,0,0,61,0,1.0,0
30129,0,0,48,0,1.0,0
118060,0,0,40,0,4.0,0
111980,0,0,41,0,3.0,0
28690,0,0,41,0,0.0,0
91503,0,0,50,0,2.0,0
67199,0,2,48,1,0.0,0
16284,1,0,43,1,0.0,0
92455,0,0,23,0,0.0,0
92315,0,0,33,0,0.0,0
125240,0,0,55,0,0.0,0
131242,0,0,58,0,3.0,1
127018,2,2,62,3,0.0,0
25702,0,0,62,0,0.0,0
140170,0,1,65,0,0.0,0
33201,0,0,45,0,0.0,0
67235,0,0,50,0,0.0,0
102339,1,0,30,0,1.0,0
99150,0,0,68,0,0.0,0
31331,0,0,42,0,5.0,0
108853,0,0,46,0,0.0,0
126681,0,0,62,0,0.0,0
142408,0,0,32,0,0.0,0
71715,1,0,32,0,0.0,0
129981,0,0,86,0,1.0,0
24334,0,0,49,0,0.0,0
53689,0,0,84,0,0.0,0
23569,1,1,69,0,0.0,0
122817,0,0,63,0,0.0,0
93158,0,0,50,0,0.0,0
132724,0,0,52,0,0.0,0
8906,1,0,53,0,1.0,0
32901,0,0,66,0,1.0,0
